PMID	gene_id	gene_name	gene_time	PTO	term	PTO_time
18441339	828613	['AtFSD1']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
18441339	828613	['AtFSD1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
18441339	828613	['AtFSD1']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
18441339	828613	['AtFSD1']	1	TO:0002657	oxidative stress	1
24089432	837480	['AtMYB61']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
24089432	837480	['AtMYB61']	1	TO:0000731	lignin content	1
24089432	837480	['AtMYB61']	1	TO:0000733	lignin biosynthesis trait|lignin biosynthesis	1
16939657	4327165	['OSBZ8']	10	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
16939657	4327165	['OSBZ8']	10	TO:0006001	salt tolerance|SALTTL	1
16939657	4350088	['bZIP']	3	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
16939657	4350088	['bZIP']	3	TO:0006001	salt tolerance|SALTTL	1
17699623	830095	['bri1', 'bri1-5']	1	TO:0000872	leaf erect	1
12177461	54205	['cytochrome c']	3	TO:0000434	root activity|RTACT	2
12177461	100282267	['Act1']	3	TO:0000434	root activity|RTACT	2
12177461	542212	['RbcS']	2	TO:0000434	root activity|RTACT	2
20347986	824893	['PR2']	2	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
11978873	542314	['Incw1']	1	TO:0000311	invertase activity trait|acid invertase|alkaline invertase|beta-D-fructofuranoside fructohydrolase|beta-fructofuranosidase activity|beta-fructosidase|beta-h-fructosidase|fructosylinvertase|glucosucrase|INVACT|invertin|maxinvert L 1000|saccharase|sucrase	2
11978873	542314	['Incw1']	1	TO:0000734	grain length|DHULGRLG|GRLG|KERLG|kernel length|length of dehulled grain|length of grain without hull	1
11978873	542314	['Incw1']	1	TO:0000860	flower length	1
11978873	542314	['Incw1']	1	TO:0002626	fruit length|grain length|GRLG|pod length	1
11978873	542314	['Incw1']	1	TO:0002687	cell elongation trait|cell length	1
11978873	542590	['Incw2']	1	TO:0000311	invertase activity trait|acid invertase|alkaline invertase|beta-D-fructofuranoside fructohydrolase|beta-fructofuranosidase activity|beta-fructosidase|beta-h-fructosidase|fructosylinvertase|glucosucrase|INVACT|invertin|maxinvert L 1000|saccharase|sucrase	2
11978873	542590	['Incw2']	1	TO:0000734	grain length|DHULGRLG|GRLG|KERLG|kernel length|length of dehulled grain|length of grain without hull	1
11978873	542590	['Incw2']	1	TO:0000860	flower length	1
11978873	542590	['Incw2']	1	TO:0002626	fruit length|grain length|GRLG|pod length	1
11978873	542590	['Incw2']	1	TO:0002687	cell elongation trait|cell length	1
22529386	818581	['coi1', 'COI1']	3	TO:0000387	plant trait|plant phenotype|plant quality	2
22529386	843407	['JAZ9']	1	TO:0000387	plant trait|plant phenotype|plant quality	2
22529386	814686	['RGA', 'RGA1']	1	TO:0000387	plant trait|plant phenotype|plant quality	2
22529386	837479	['PIF3']	2	TO:0000387	plant trait|plant phenotype|plant quality	2
19270400	100286848	['TaCPS1']	2	TO:0000992	gibberellin biosynthesis trait|gibberellin biosynthesis	1
19270400	100415837	['TaCPS2']	2	TO:0000992	gibberellin biosynthesis trait|gibberellin biosynthesis	1
19270400	100286847	['TaCPS3']	2	TO:0000992	gibberellin biosynthesis trait|gibberellin biosynthesis	1
16805731	817857	['COP1']	2	TO:0020097	stomatal opening	1
16805731	826470	['cry1']	1	TO:0020097	stomatal opening	1
17259288	821148	['KOJAK', 'AtCSLD3']	4	TO:0000084	root number|RTNB|tnr	1
17259288	821148	['KOJAK', 'AtCSLD3']	4	TO:0001051	root hair density	1
24006427	831748	['CTR1', 'ctr1']	4	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
24006427	831748	['CTR1', 'ctr1']	4	TO:0000346	tiller number|TINB	1
21494323	821930	['AtCYN']	9	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
19214808	856454	['Cyp2']	1	TO:0002657	oxidative stress	1
19214808	856454	['Cyp2']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
19214808	856454	['Cyp2']	1	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
22915302	836808	['DDM1', 'Decrease in DNA Methylation 1', 'ddm1']	7	TO:0000737	plant aspect	1
23220823	836801	['DGL1']	1	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
23220823	836801	['DGL1']	1	TO:0002687	cell elongation trait|cell length	1
23220823	1650	['OST48']	1	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
23220823	1650	['OST48']	1	TO:0002687	cell elongation trait|cell length	1
23220823	856716	['WBP1']	1	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
23220823	856716	['WBP1']	1	TO:0002687	cell elongation trait|cell length	1
17562186	856926	['DMC1']	1	TO:0000053	pollen sterility	1
17562186	856926	['DMC1']	1	TO:0000436	spikelet sterility|SPKST	1
12609047	828652	['DREB1A']	4	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
12609047	828652	['DREB1A']	4	TO:0000276	drought tolerance|drought resistance|DRTL	1
23077584	828653	['CBF)1', 'DREB)1B', 'CBF1']	3	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
23077584	828653	['CBF)1', 'DREB)1B', 'CBF1']	3	TO:0000303	cold tolerance|COLDTL|CTol	1
23077584	828651	['CBF2', 'DREB1C']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
23077584	828651	['CBF2', 'DREB1C']	2	TO:0000303	cold tolerance|COLDTL|CTol	1
23077584	828652	['DREB1A', 'CBF3']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
23077584	828652	['DREB1A', 'CBF3']	2	TO:0000303	cold tolerance|COLDTL|CTol	1
23077584	835274	['CBF4']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
23077584	835274	['CBF4']	1	TO:0000303	cold tolerance|COLDTL|CTol	1
18470484	835306	['rd29B']	1	TO:0000276	drought tolerance|drought resistance|DRTL	1
18470484	835306	['rd29B']	1	TO:0006001	salt tolerance|SALTTL	1
18470484	840987	['RAB18']	1	TO:0000276	drought tolerance|drought resistance|DRTL	1
18470484	840987	['RAB18']	1	TO:0006001	salt tolerance|SALTTL	1
20049613	830424	['DREB2A']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	2
20049613	830424	['DREB2A']	1	TO:0000276	drought tolerance|drought resistance|DRTL	1
22380881	831390	['DRM1', 'drm1']	2	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
22380881	831390	['DRM1', 'drm1']	2	TO:0000346	tiller number|TINB	1
22380881	831390	['DRM1', 'drm1']	2	TO:0000436	spikelet sterility|SPKST	1
22380881	831390	['DRM1', 'drm1']	2	TO:0000456	spikelet number|number of spikelets per panicle|spikelet number per panicle|SPKNB	1
22380881	831315	['drm2']	1	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
22380881	831315	['drm2']	1	TO:0000346	tiller number|TINB	1
22380881	831315	['drm2']	1	TO:0000436	spikelet sterility|SPKST	1
22380881	831315	['drm2']	1	TO:0000456	spikelet number|number of spikelets per panicle|spikelet number per panicle|SPKNB	1
20878348	832215	['AIP2']	2	TO:0000387	plant trait|plant phenotype|plant quality	2
20878348	832215	['AIP2']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
20878348	832215	['AIP2']	2	TO:0000276	drought tolerance|drought resistance|DRTL	1
20878348	832215	['AIP2']	2	TO:0000430	germination rate|germination speed|GERMRATE|GERMSP	1
20878348	822061	['ABI3', 'ABA-INSENSITIVE3']	1	TO:0000387	plant trait|plant phenotype|plant quality	2
20878348	822061	['ABI3', 'ABA-INSENSITIVE3']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
20878348	822061	['ABI3', 'ABA-INSENSITIVE3']	1	TO:0000276	drought tolerance|drought resistance|DRTL	1
20878348	822061	['ABI3', 'ABA-INSENSITIVE3']	1	TO:0000430	germination rate|germination speed|GERMRATE|GERMSP	1
20570652	856126	['tif6']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
15020633	821891	['ETR2']	3	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
15020633	836344	['ERL1']	4	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
15020633	819614	['EIN4']	2	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
20807375	837393	['AtEDR1', 'EDR1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
11114160	837393	['AtEDR1', 'EDR1', 'edr1']	10	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
11114160	837393	['AtEDR1', 'EDR1', 'edr1']	10	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	2
11114160	824408	['pad4']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
11114160	824408	['pad4']	1	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	2
11114160	823964	['eds1']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
11114160	823964	['eds1']	1	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	2
11114160	831889	['EIN2', 'AtEIN2', 'ein2']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
11114160	831889	['EIN2', 'AtEIN2', 'ein2']	1	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	2
11114160	831748	['CTR1', 'ctr1']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
11114160	831748	['CTR1', 'ctr1']	1	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	2
19689783	817134	['ELF3', 'EARLY FLOWERING 3']	4	TO:0000137	days to heading|DTHD|heading date	1
19689783	817134	['ELF3', 'EARLY FLOWERING 3']	4	TO:0000279	root weight|RTWT|total root weight|TRW	1
22807623	829845	['AP2']	11	TO:0000401	plant growth hormone sensitivity|growth regulator sensitivity|plant hormone response	1
18313797	834469	['PDF1.2']	1	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	4
18313797	834469	['PDF1.2']	1	TO:0000401	plant growth hormone sensitivity|growth regulator sensitivity|plant hormone response	1
9049269	107783156	['omega-3 fatty acid desaturase']	3	TO:0000434	root activity|RTACT	1
9049269	107783156	['omega-3 fatty acid desaturase']	3	TO:0000504	leaf temperature|LFTMP	1
16820865	830878	['FLC']	1	TO:0000388	forage yield|FRGYLD|FY|straw yield	4
16240176	830878	['FLC']	2	TO:0000137	days to heading|DTHD|heading date	1
16240176	819174	['SUPPRESOR OF OVEREXPRESSION OF CONSTANS 1', 'SOC1', 'SUPPRESSOR OF OVEREXPRESSION OF CO 1/AGAMOUS-LIKE 20', 'AGL20']	1	TO:0000137	days to heading|DTHD|heading date	1
24482436	834676	['FLS2']	3	TO:0000175	rice bacterial blight disease resistance|BB|BBRS|leaf blight	1
24482436	834676	['FLS2']	3	TO:0000204	rice seedling blight disease resistance|kresek|leaf blight|SDLBTRS	1
24482436	829480	['AtSERK3']	1	TO:0000175	rice bacterial blight disease resistance|BB|BBRS|leaf blight	1
24482436	829480	['AtSERK3']	1	TO:0000204	rice seedling blight disease resistance|kresek|leaf blight|SDLBTRS	1
20421194	852288	['coq1']	2	TO:0000599	enzyme activity trait|enzymatic activity|enzyme catalytic activity	1
20421194	844187	['SPS1']	1	TO:0000599	enzyme activity trait|enzymatic activity|enzyme catalytic activity	1
11779628	326597	['CaM']	3	TO:0000072	awn length|An|awning|AWNLG	1
21571948	836259	['APRR1', 'TOC1', 'toc1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
21571948	836259	['APRR1', 'TOC1', 'toc1']	1	TO:0001015	photosynthetic rate|gross photosynthetic rate|leaf photosynthetic rate	2
21571948	836259	['APRR1', 'TOC1', 'toc1']	1	TO:0001027	net photosynthetic rate	1
23741473	837602	['CER1']	1	TO:0000188	drought sensitivity|drought susceptibility|DRS|DRSN	1
23741473	837602	['CER1']	1	TO:0000276	drought tolerance|drought resistance|DRTL	1
19322663	837602	['CER1']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	2
19322663	837602	['CER1']	1	TO:0000276	drought tolerance|drought resistance|DRTL	1
9477574	542599	['glucose 6-phosphate/phosphate translocator', 'GPT']	7	TO:0000697	starch yield|STARCHYLD	1
9477574	100273570	['triose phosphate/phosphate translocator', 'TPT']	3	TO:0000697	starch yield|STARCHYLD	1
9477574	542344	['phosphoenolpyruvate/phosphate translocator', 'PPT']	3	TO:0000697	starch yield|STARCHYLD	1
10712532	816815	['GRF1']	4	TO:0000166	gibberellic acid sensitivity|GA3 response|GASN|GB response|gibberellic acid response|Gibberellin response	1
10712532	816815	['GRF1']	4	TO:0006036	stem elongation	1
10712532	854465	['SWI2', 'SNF2']	2	TO:0000166	gibberellic acid sensitivity|GA3 response|GASN|GB response|gibberellic acid response|Gibberellin response	1
10712532	854465	['SWI2', 'SNF2']	2	TO:0006036	stem elongation	1
17690841	827605	['BRASSINOSTEROID-INSENSITIVE2', 'BIN2']	2	TO:0000387	plant trait|plant phenotype|plant quality	1
17690841	827605	['BRASSINOSTEROID-INSENSITIVE2', 'BIN2']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
17690841	827605	['BRASSINOSTEROID-INSENSITIVE2', 'BIN2']	2	TO:0000259	heat tolerance|HTol	1
17690841	827605	['BRASSINOSTEROID-INSENSITIVE2', 'BIN2']	2	TO:0000276	drought tolerance|drought resistance|DRTL	1
17690841	827605	['BRASSINOSTEROID-INSENSITIVE2', 'BIN2']	2	TO:0000303	cold tolerance|COLDTL|CTol	1
17690841	827605	['BRASSINOSTEROID-INSENSITIVE2', 'BIN2']	2	TO:0006001	salt tolerance|SALTTL	1
17690841	825314	['AtSK21']	2	TO:0000387	plant trait|plant phenotype|plant quality	1
17690841	825314	['AtSK21']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
17690841	825314	['AtSK21']	2	TO:0000259	heat tolerance|HTol	1
17690841	825314	['AtSK21']	2	TO:0000276	drought tolerance|drought resistance|DRTL	1
17690841	825314	['AtSK21']	2	TO:0000303	cold tolerance|COLDTL|CTol	1
17690841	825314	['AtSK21']	2	TO:0006001	salt tolerance|SALTTL	1
9701574	107761743	['GA1']	5	TO:0006036	stem elongation	1
9701574	107761743	['GA1']	5	TO:0002675	gibberellic acid content|GA content|GACN|gibberellin content	1
8104574	542391	['Kn1', 'Knotted-1']	3	TO:0000492	leaf shape|LFSHP	1
8104574	542391	['Kn1', 'Knotted-1']	3	TO:0000859	flower shape	1
23230849	838800	['LEC1', 'AtLEC1']	1	TO:0002638	shoot meristem development|shoot meristem abortion	1
23230849	838800	['LEC1', 'AtLEC1']	1	TO:0006014	phyllotaxy|leaf arrangement	1
23230849	838800	['LEC1', 'AtLEC1']	1	TO:0006017	meristem identity|meristem determinacy	2
23230849	838800	['LEC1', 'AtLEC1']	1	TO:0006020	shoot apical meristem development	1
23230849	838800	['LEC1', 'AtLEC1']	1	TO:0006030	spikelet meristem identity	1
23230849	818472	['HAP3']	1	TO:0002638	shoot meristem development|shoot meristem abortion	1
23230849	818472	['HAP3']	1	TO:0006014	phyllotaxy|leaf arrangement	1
23230849	818472	['HAP3']	1	TO:0006017	meristem identity|meristem determinacy	2
23230849	818472	['HAP3']	1	TO:0006020	shoot apical meristem development	1
23230849	818472	['HAP3']	1	TO:0006030	spikelet meristem identity	1
12581311	541883	['RPD3']	2	TO:0000387	plant trait|plant phenotype|plant quality	1
12581311	3065	['HDAC1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
19895406	832773	['AtNHX1']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
19895406	832773	['AtNHX1']	1	TO:0006001	salt tolerance|SALTTL	1
19895406	814729	['AtSOS1']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
19895406	814729	['AtSOS1']	1	TO:0006001	salt tolerance|SALTTL	1
19895406	826623	['AtHKT1;1']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
19895406	826623	['AtHKT1;1']	1	TO:0006001	salt tolerance|SALTTL	1
9076993	843276	['Zip']	1	TO:0000492	leaf shape|LFSHP	1
9076993	843276	['Zip']	1	TO:0002637	leaf size	1
20028842	100415880	['HsfA4a']	12	TO:0000259	heat tolerance|HTol	1
20028842	100415880	['HsfA4a']	12	TO:0000072	awn length|An|awning|AWNLG	1
20559833	822287	['ICE1']	2	TO:0000303	cold tolerance|COLDTL|CTol	1
20559833	822287	['ICE1']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	2
20559833	822287	['ICE1']	2	TO:0006001	salt tolerance|SALTTL	1
14527713	41737	['trithorax', 'TRX']	2	TO:0000737	plant aspect	1
14527713	40133	['absent small or homeotic 1', 'ASH1']	2	TO:0000737	plant aspect	1
14527713	41483	['SU(VAR)3-9']	1	TO:0000737	plant aspect	1
23596448	818285	['IRX9', 'irx9']	5	TO:0000051	stem strength|Cs|culm strength|CULMSTR|STEMSTR	3
23596448	839652	['IRX9L']	2	TO:0000051	stem strength|Cs|culm strength|CULMSTR|STEMSTR	3
23596448	829842	['IRX14', 'irx14']	4	TO:0000051	stem strength|Cs|culm strength|CULMSTR|STEMSTR	3
23596448	835643	['xylosyltransferase', 'XylT']	3	TO:0000051	stem strength|Cs|culm strength|CULMSTR|STEMSTR	3
19211695	838551	['AtJMT']	8	TO:0000447	filled grain number|FGRNB|FILGRNB|filled fruit number|filled grain number per panicle|grain number per panicle|GRNBPPN|number of grains per panicle	1
19211695	838551	['AtJMT']	8	TO:0000456	spikelet number|number of spikelets per panicle|spikelet number per panicle|SPKNB	3
19211695	838551	['AtJMT']	8	TO:0002759	grain number|GRNB|kernel number	2
19211695	838551	['AtJMT']	8	TO:0000210	anther number|ANTNB	1
19211695	838551	['AtJMT']	8	TO:0002659	pistil number	1
19211695	838551	['AtJMT']	8	TO:0006010	lodicule number	1
19211695	838551	['AtJMT']	8	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
10364408	828967	['RLK5']	1	TO:0000166	gibberellic acid sensitivity|GA3 response|GASN|GB response|gibberellic acid response|Gibberellin response	1
10364408	542378	['ZmPK1']	1	TO:0000166	gibberellic acid sensitivity|GA3 response|GASN|GB response|gibberellic acid response|Gibberellin response	1
17586689	834666	['KAT1']	2	TO:0006001	salt tolerance|SALTTL	3
17586689	834666	['KAT1']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
17404758	107785603	['BY2']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
17404758	107785603	['BY2']	1	TO:0002675	gibberellic acid content|GA content|GACN|gibberellin content	1
22976392	828254	['FIERY2', 'CPL1']	2	TO:0000063	mimic response|disease mimic response|lesion mimic|MIRP	2
22976392	828254	['FIERY2', 'CPL1']	2	TO:0000401	plant growth hormone sensitivity|growth regulator sensitivity|plant hormone response	1
15915636	827786	['LSD1']	2	TO:0000495	chlorophyll content|CHLCN	1
15915636	827786	['LSD1']	2	TO:0000063	mimic response|disease mimic response|lesion mimic|MIRP	2
15915636	827786	['LSD1']	2	TO:0000387	plant trait|plant phenotype|plant quality	1
15915636	840148	['LOL1']	1	TO:0000495	chlorophyll content|CHLCN	1
15915636	840148	['LOL1']	1	TO:0000063	mimic response|disease mimic response|lesion mimic|MIRP	2
15915636	840148	['LOL1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
18593528	851869	['PMP3']	5	TO:0000429	salt sensitivity|Sal|saline sensitivity|SALTSN	1
18593528	851869	['PMP3']	5	TO:0006001	salt tolerance|SALTTL	1
18593528	851869	['PMP3']	5	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
15656983	851869	['PMP3']	1	TO:0000280	seedling vigor|Sd|SDLVIG	1
16217607	831436;821151;839040	['SEPALLATA1/2/3']	1	TO:0006018	organ identity	2
16217607	831436;821151;839040	['SEPALLATA1/2/3']	1	TO:0006019	floral organ identity	1
16217607	831436;821151;839040	['SEPALLATA1/2/3']	1	TO:0002611	homeotic development trait|homeotic mutation	1
16217607	831436;821151;839040	['SEPALLATA1/2/3']	1	TO:0006017	meristem identity|meristem determinacy	1
16217607	831436;821151;839040	['SEPALLATA1/2/3']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
17877710	838780	['FBP7']	3	TO:0006017	meristem identity|meristem determinacy	1
17877710	825047	['SHATTERPROOF1', 'SHP1', 'shp1']	3	TO:0006017	meristem identity|meristem determinacy	1
17877710	818883	['SHP2', 'shp2']	2	TO:0006017	meristem identity|meristem determinacy	1
17877710	826586	['SEEDSTICK', 'STK', 'stk']	5	TO:0006017	meristem identity|meristem determinacy	1
15299121	843244	['APETALA1', 'AP1', 'ap1']	9	TO:0006018	organ identity	1
15299121	843244	['APETALA1', 'AP1', 'ap1']	9	TO:0006019	floral organ identity	1
22325870	816787	['SVP', 'SHORT VEGETATIVE PHASE', 'svp']	7	TO:0000737	plant aspect	1
22325870	816787	['SVP', 'SHORT VEGETATIVE PHASE', 'svp']	7	TO:0000387	plant trait|plant phenotype|plant quality	1
22325870	842859	['FLOWERING LOCUS T', 'FT']	1	TO:0000737	plant aspect	1
22325870	842859	['FLOWERING LOCUS T', 'FT']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
22325870	819174	['SUPPRESOR OF OVEREXPRESSION OF CONSTANS 1', 'SOC1', 'SUPPRESSOR OF OVEREXPRESSION OF CO 1/AGAMOUS-LIKE 20', 'AGL20', 'SUPPRESSOR OF OVEREXPRESSION OF CONSTANS 1']	2	TO:0000737	plant aspect	1
22325870	819174	['SUPPRESOR OF OVEREXPRESSION OF CONSTANS 1', 'SOC1', 'SUPPRESSOR OF OVEREXPRESSION OF CO 1/AGAMOUS-LIKE 20', 'AGL20', 'SUPPRESSOR OF OVEREXPRESSION OF CONSTANS 1']	2	TO:0000387	plant trait|plant phenotype|plant quality	1
22325870	828556	['AGL24']	1	TO:0000737	plant aspect	1
22325870	828556	['AGL24']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
22325870	843244	['APETALA1', 'AP1', 'ap1']	1	TO:0000737	plant aspect	1
22325870	843244	['APETALA1', 'AP1', 'ap1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
22325870	830878	['FLC']	1	TO:0000737	plant aspect	1
22325870	830878	['FLC']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
16326928	827631	['AGAMOUS']	1	TO:0006017	meristem identity|meristem determinacy	3
16326928	827631	['AGAMOUS']	1	TO:0006018	organ identity	1
16326928	827631	['AGAMOUS']	1	TO:0006019	floral organ identity	1
12177502	542356	['ZmMEK1']	1	TO:0000072	awn length|An|awning|AWNLG	1
17541629	842733	['NPR1', 'npr1']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
23793712	855264	['MRE11', 'Mre11']	4	TO:0000180	spikelet fertility|percent sterility|seed setting|SpFert|SPKFRT	1
23070916	25362	['ZnT-2', 'Zn Transporter 2']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	2
23070916	819293	['MTP1', 'mtp1', 'AtMTP1']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	2
22086333	835710	['MYB80', 'AtMYB80', 'atmyb80']	11	TO:0000004	reversible male sterility|RMS	1
22086333	835710	['MYB80', 'AtMYB80', 'atmyb80']	11	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
22086333	842694	['AtMYB103']	1	TO:0000004	reversible male sterility|RMS	1
22086333	842694	['AtMYB103']	1	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
22086333	606324	['MYB80']	1	TO:0000004	reversible male sterility|RMS	1
22086333	606324	['MYB80']	1	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
21030505	102577613	['StMYB1R-1']	8	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	3
21030505	102577613	['StMYB1R-1']	8	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
21030505	102577613	['StMYB1R-1']	8	TO:0000276	drought tolerance|drought resistance|DRTL	3
21030505	102577613	['StMYB1R-1']	8	TO:0000387	plant trait|plant phenotype|plant quality	1
24951508	837391	['ps1', 'PS1']	3	TO:0002667	abscisic acid content|ABA content|ABACN	1
24951508	839265;830779	['ATAF1/2']	1	TO:0002667	abscisic acid content|ABA content|ABACN	1
10395929	852066	['NHX1']	2	TO:0006001	salt tolerance|SALTTL	1
20963607	852066	['NHX1', 'nhx1']	1	TO:0000434	root activity|RTACT	2
20963607	852066	['NHX1', 'nhx1']	1	TO:0006001	salt tolerance|SALTTL	1
14988485	852066	['NHX1', 'nhx1']	2	TO:0006001	salt tolerance|SALTTL	2
24654769	826630	['AtNIP5;1']	1	TO:0000018	boron sensitivity|boron deficiency|BOSN	1
24654769	844415	['AtNIP6;1']	1	TO:0000018	boron sensitivity|boron deficiency|BOSN	1
10814825	100283243	['caffeic acid 3-O-methyltransferase']	1	TO:0000072	awn length|An|awning|AWNLG	1
24157209	814729	['AtSOS1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
24157209	814729	['AtSOS1']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	2
24157209	814729	['AtSOS1']	1	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
24157209	814729	['AtSOS1']	1	TO:0000515	relative growth rate|RELGRATE	1
24157209	814729	['AtSOS1']	1	TO:0000516	relative root length|RELRTLG	1
24157209	818566	['AtP5CS1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
24157209	818566	['AtP5CS1']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	2
24157209	818566	['AtP5CS1']	1	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
24157209	818566	['AtP5CS1']	1	TO:0000515	relative growth rate|RELGRATE	1
24157209	818566	['AtP5CS1']	1	TO:0000516	relative root length|RELRTLG	1
20739304	544006	['SlPti1']	1	TO:0000074	blast disease resistance|blast disease resistance trait|blast disease susceptibility	1
20739304	544006	['SlPti1']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
20739304	822119	['AtOxi1']	1	TO:0000074	blast disease resistance|blast disease resistance trait|blast disease susceptibility	1
20739304	822119	['AtOxi1']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
21051443	830330	['Pdk1', 'AtPdk1']	4	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	3
9679197	831441	['CONSTANS']	1	TO:0000598	protein content|PROTCN|total protein content	1
9679197	831441	['CONSTANS']	1	TO:0001044	cobalt content trait|Co content	1
9679197	831441	['CONSTANS']	1	TO:0002673	amino acid content	1
